CONTRACT_ID,PLAYER_ID,FULL_NAME,DPM,SIGNING_DATE,SIGNING_TEAM_ID,TEAM_FULL_NAME,CONTRACT_CAP_SALARY,CONTRACT_TAX_SALARY,TOTAL_SALARY,OVERALL_PROTECTION_COVERAGE_LK,SKILL_PROTECTION_AMOUNT,SALARY_YEAR,OPTION_LK,CONTRACT_TYPE_LK,CONTRACT_LENGTH
99065,384303,Spencer Dinwiddie,-0.05073450575,2024-08-03,20,Dallas Mavericks,2087519,2087519,3303771,FULL,3303771,2024,NONE,REGCT,1
99061,557076,TyTy Washington Jr.,-3.108664519,2024-08-02,34,Phoenix Suns,0,0,0,NONE,0,2024,NONE,2WCT,1
99063,469069,Bruno Fernando,-1.475968321,2024-08-02,39,Toronto Raptors,2087519,2087519,2425403,NOCND,0,2024,NONE,REGCT,1
99060,462395,Jarrett Allen,2.126456167,2024-08-02,17,Cleveland Cavaliers,28000000,28000000,28000000,FULL,28000000,2026,NONE,VETEX,3
99060,462395,Jarrett Allen,2.126456167,2024-08-02,17,Cleveland Cavaliers,30240000,30240000,30240000,FULL,30240000,2027,NONE,VETEX,3
99060,462395,Jarrett Allen,2.126456167,2024-08-02,17,Cleveland Cavaliers,32480000,32480000,32480000,FULL,32480000,2028,NONE,VETEX,3
99059,470227,Chuma Okeke,-1.069855407,2024-08-01,30,New York Knicks,2087519,2087519,2237691,NONE,0,2024,NONE,SUMM,1
99057,518875,Moussa Diabate,-0.113581658,2024-07-31,44,Charlotte Hornets,0,0,0,PART,77500,2024,NONE,2WCT,1
99056,462037,Devonte' Graham,-0.8905803922,2024-07-31,35,Portland Trail Blazers,2087519,2087519,2613120,NONE,0,2024,NONE,SUMM,1
99058,439957,Luke Kennard,-0.2187931461,2024-07-31,41,Memphis Grizzlies,9250000,9250000,9250000,FULL,9250000,2024,NONE,REGCT,1
99054,599964,Dominick Barlow,-1.864752848,2024-07-30,15,Atlanta Hawks,0,0,0,PTCND,77500,2024,NONE,2WCT,1
99055,489870,Precious Achiuwa,-0.8479107126,2024-07-30,30,New York Knicks,6000000,6000000,6000000,FULL,6000000,2024,NONE,REGCT,1
99050,401312,Tyus Jones,-1.521164031,2024-07-29,34,Phoenix Suns,2087519,2087519,3003427,FULL,3003427,2024,NONE,REGCT,1
99052,347603,Reggie Jackson,-3.000221634,2024-07-29,33,Philadelphia 76ers,2087519,2087519,3303771,FULL,3303771,2024,NONE,REGCT,1
99048,574975,Quenton Jackson,-2.412081249,2024-07-26,32,Indiana Pacers,0,0,0,PART,77500,2024,NONE,2WCT,1
99045,489171,David Duke Jr.,-1.140378536,2024-07-26,37,San Antonio Spurs,0,0,0,PTCND,77500,2024,NONE,2WCT,1
99042,470150,Andrew Nembhard,-1.757823766,2024-07-26,32,Indiana Pacers,18102000,18102000,18102000,FULL,18102000,2025,NONE,VETEX,3
99042,470150,Andrew Nembhard,-1.757823766,2024-07-26,32,Indiana Pacers,19550160,19550160,19550160,FULL,19550160,2026,NONE,VETEX,3
99042,470150,Andrew Nembhard,-1.757823766,2024-07-26,32,Indiana Pacers,20998320,20998320,20998320,FULL,20998320,2027,NONE,VETEX,3
99047,346494,Russell Westbrook,-0.6332543543,2024-07-26,21,Denver Nuggets,3303771,3303771,3303771,FULL,3303771,2024,NONE,REGCT,2
99047,346494,Russell Westbrook,-0.6332543543,2024-07-26,21,Denver Nuggets,3468960,3468960,3468960,FULL,3468960,2025,PLYR,REGCT,2
99039,517189,Josh Christopher,-1.132697572,2024-07-25,26,Miami Heat,0,0,0,PART,77500,2024,NONE,2WCT,1
99038,385109,Anthony Gill,-1.201711427,2024-07-25,42,Washington Wizards,2237691,2237691,2237691,PTCND,2237691,2024,NONE,REGCT,2
99038,385109,Anthony Gill,-1.201711427,2024-07-25,42,Washington Wizards,2546675,2546675,2546675,NOCND,0,2025,NONE,REGCT,2
99041,346485,James Johnson,-2.724072532,2024-07-25,32,Indiana Pacers,2087519,2087519,3303771,PART,750000,2024,NONE,REGCT,1
99035,472688,Jay Huff,-0.9885148777,2024-07-24,41,Memphis Grizzlies,0,0,0,PTCND,77500,2024,NONE,2WCT,1
99036,342554,DeAndre Jordan,-3.27188853,2024-07-24,21,Denver Nuggets,2087519,2087519,3303771,FULL,3303771,2024,NONE,REGCT,1
99034,472679,Sam Hauser,0.9753371528,2024-07-23,16,Boston Celtics,10044644,10044644,10044644,FULL,10044644,2025,NONE,VETEX,4
99034,472679,Sam Hauser,0.9753371528,2024-07-23,16,Boston Celtics,10848215,10848215,10848215,FULL,10848215,2026,NONE,VETEX,4
99034,472679,Sam Hauser,0.9753371528,2024-07-23,16,Boston Celtics,11651785,11651785,11651785,FULL,11651785,2027,NONE,VETEX,4
99034,472679,Sam Hauser,0.9753371528,2024-07-23,16,Boston Celtics,12455356,12455356,12455356,FULL,12455356,2028,NONE,VETEX,4
99033,516535,Evan Mobley,0.4862367402,2024-07-22,17,Cleveland Cavaliers,38661750,38661750,38661750,FULL,38661750,2025,NONE,RSEX,5
99033,516535,Evan Mobley,0.4862367402,2024-07-22,17,Cleveland Cavaliers,41754690,41754690,41754690,FULL,41754690,2026,NONE,RSEX,5
99033,516535,Evan Mobley,0.4862367402,2024-07-22,17,Cleveland Cavaliers,44847630,44847630,44847630,FULL,44847630,2027,NONE,RSEX,5
99033,516535,Evan Mobley,0.4862367402,2024-07-22,17,Cleveland Cavaliers,47940570,47940570,47940570,FULL,47940570,2028,NONE,RSEX,5
99033,516535,Evan Mobley,0.4862367402,2024-07-22,17,Cleveland Cavaliers,51033510,51033510,51033510,FULL,51033510,2029,NONE,RSEX,5
99031,488234,Sandro Mamukelashvili,-0.5973925371,2024-07-22,37,San Antonio Spurs,2087519,2087519,2162606,FULL,2162606,2024,NONE,REGCT,1
99030,469317,Jeff Dowtin Jr.,-0.5451367347,2024-07-22,33,Philadelphia 76ers,0,0,0,PTCND,77500,2024,NONE,2WCT,1
99027,542802,Keon Johnson,-2.331033657,2024-07-21,29,Brooklyn Nets,2162606,2162606,2162606,PTCND,250000,2024,NONE,REGCT,2
99027,542802,Keon Johnson,-2.331033657,2024-07-21,29,Brooklyn Nets,2349578,2349578,2349578,PTCND,271614,2025,TEAM,REGCT,2
99025,462060,Gary Trent Jr.,-0.848018562,2024-07-20,27,Milwaukee Bucks,2087519,2087519,2613120,FULL,2613120,2024,NONE,REGCT,1
99022,347093,Cory Joseph,-1.18038269,2024-07-19,31,Orlando Magic,3303771,3303771,3303771,FULL,3303771,2024,NONE,REGCT,2
99022,347093,Cory Joseph,-1.18038269,2024-07-19,31,Orlando Magic,3468960,3468960,3468960,FULL,3468960,2025,TEAM,REGCT,2
99021,347718,Kris Dunn,-0.4760266684,2024-07-18,40,Utah Jazz,5168000,5168000,5168000,PTCND,5168000,2024,NONE,REGCT,3
99021,347718,Kris Dunn,-0.4760266684,2024-07-18,40,Utah Jazz,5426400,5426400,5426400,PTCND,5426400,2025,NONE,REGCT,3
99021,347718,Kris Dunn,-0.4760266684,2024-07-18,40,Utah Jazz,5684800,5684800,5684800,NOCND,0,2026,NONE,REGCT,3
99020,348078,Charles Bassey,-0.06602261437,2024-07-17,37,San Antonio Spurs,2087519,2087519,2162606,FULL,2162606,2024,NONE,REGCT,1
99013,517197,KJ Martin,-1.149377853,2024-07-15,33,Philadelphia 76ers,7975000,7975000,7975000,PART,7975000,2024,NONE,REGCT,2
99013,517197,KJ Martin,-1.149377853,2024-07-15,33,Philadelphia 76ers,8025000,8025000,8025000,NONE,0,2025,NONE,REGCT,2
99017,437458,Cameron Payne,-0.9462789114,2024-07-15,30,New York Knicks,2087519,2087519,3003427,FULL,3003427,2024,NONE,REGCT,1
99015,346928,Seth Curry,-1.742950065,2024-07-15,44,Charlotte Hornets,2087519,2087519,3303771,FULL,3303771,2024,NONE,REGCT,1
99011,460948,Miles Bridges,-0.506451797,2024-07-14,44,Charlotte Hornets,27173913,27173913,27173913,FULL,27173913,2024,NONE,REGCT,3
99011,460948,Miles Bridges,-0.506451797,2024-07-14,44,Charlotte Hornets,25000000,25000000,25000000,FULL,25000000,2025,NONE,REGCT,3
99011,460948,Miles Bridges,-0.506451797,2024-07-14,44,Charlotte Hornets,22826087,22826087,22826087,FULL,22826087,2026,NONE,REGCT,3
99008,546600,Ron Harper Jr.,-1.240627745,2024-07-13,16,Boston Celtics,2087519,2087519,2087519,NONE,0,2024,NONE,SUMM,1
99009,342646,Taj Gibson,-2.135027563,2024-07-13,44,Charlotte Hornets,2087519,2087519,3303771,PART,1082270,2024,NONE,REGCT,1
99004,489494,Jamal Cain,-0.7437739422,2024-07-12,18,New Orleans Pelicans,0,0,0,PTCND,77500,2024,NONE,2WCT,1
98999,471958,Vit Krejci,-1.565518299,2024-07-12,15,Atlanta Hawks,2162606,2162606,2162606,PTCND,2162606,2024,NONE,REGCT,4
98999,471958,Vit Krejci,-1.565518299,2024-07-12,15,Atlanta Hawks,2349578,2349578,2349578,PTCND,1500000,2025,NONE,REGCT,4
98999,471958,Vit Krejci,-1.565518299,2024-07-12,15,Atlanta Hawks,2667944,2667944,2667944,NOCND,0,2026,NONE,REGCT,4
98999,471958,Vit Krejci,-1.565518299,2024-07-12,15,Atlanta Hawks,3005085,3005085,3005085,NOCND,0,2027,TEAM,REGCT,4
99006,469045,Josh Okogie,-0.238376221,2024-07-12,34,Phoenix Suns,8250000,8250000,8250000,PTCND,8250000,2024,NONE,REGCT,2
99006,469045,Josh Okogie,-0.238376221,2024-07-12,34,Phoenix Suns,7750000,7750000,7750000,NOCND,0,2025,NONE,REGCT,2
99001,438555,Jalen Brunson,3.737073822,2024-07-12,30,New York Knicks,34944001,34944001,34944001,FULL,34944001,2025,NONE,VETEX,4
99001,438555,Jalen Brunson,3.737073822,2024-07-12,30,New York Knicks,37739521,37739521,37739521,FULL,37739521,2026,NONE,VETEX,4
99001,438555,Jalen Brunson,3.737073822,2024-07-12,30,New York Knicks,40535041,40535041,40535041,FULL,40535041,2027,NONE,VETEX,4
99001,438555,Jalen Brunson,3.737073822,2024-07-12,30,New York Knicks,43330561,43330561,43330561,FULL,43330561,2028,PLYR,VETEX,4
99002,429628,Simone Fontecchio,-1.369665888,2024-07-12,43,Detroit Pistons,7692308,7692308,7692308,FULL,7692308,2024,NONE,REGCT,2
99002,429628,Simone Fontecchio,-1.369665888,2024-07-12,43,Detroit Pistons,8307692,8307692,8307692,FULL,8307692,2025,NONE,REGCT,2
99000,347134,Dario Saric,-0.7997674836,2024-07-12,21,Denver Nuggets,5168000,5168000,5168000,FULL,5168000,2024,NONE,REGCT,2
99000,347134,Dario Saric,-0.7997674836,2024-07-12,21,Denver Nuggets,5426400,5426400,5426400,FULL,5426400,2025,PLYR,REGCT,2
99005,342479,Kyle Lowry,-1.025054033,2024-07-12,33,Philadelphia 76ers,2087519,2087519,3303771,FULL,3303771,2024,NONE,REGCT,1
98998,545729,Bryce McGowens,-1.911448971,2024-07-11,35,Portland Trail Blazers,0,0,0,PTCND,77500,2024,NONE,2WCT,1
98997,493634,Saddiq Bey,-0.09397350454,2024-07-11,42,Washington Wizards,6440678,6440678,6440678,FULL,6440678,2024,NONE,REGCT,3
98997,493634,Saddiq Bey,-0.09397350454,2024-07-11,42,Washington Wizards,6118644,6118644,6118644,FULL,6118644,2025,NONE,REGCT,3
98997,493634,Saddiq Bey,-0.09397350454,2024-07-11,42,Washington Wizards,6440678,6440678,6440678,FULL,6440678,2026,NONE,REGCT,3
98996,443358,Malik Beasley,0.299800145,2024-07-11,43,Detroit Pistons,6000000,6000000,6000000,FULL,6000000,2024,NONE,REGCT,1
98995,544048,Daishen Nix,-2.289656968,2024-07-10,28,Minnesota Timberwolves,0,0,0,NONE,0,2024,NONE,2WCT,1
98990,517205,Cade Cunningham,0.1608388475,2024-07-10,43,Detroit Pistons,38661750,38661750,38661750,FULL,38661750,2025,NONE,RSEX,5
98990,517205,Cade Cunningham,0.1608388475,2024-07-10,43,Detroit Pistons,41754690,41754690,41754690,FULL,41754690,2026,NONE,RSEX,5
98990,517205,Cade Cunningham,0.1608388475,2024-07-10,43,Detroit Pistons,44847630,44847630,44847630,FULL,44847630,2027,NONE,RSEX,5
98990,517205,Cade Cunningham,0.1608388475,2024-07-10,43,Detroit Pistons,47940570,47940570,47940570,FULL,47940570,2028,NONE,RSEX,5
98990,517205,Cade Cunningham,0.1608388475,2024-07-10,43,Detroit Pistons,51033510,51033510,51033510,FULL,51033510,2029,NONE,RSEX,5
98992,489467,Brandon Williams,-2.302440507,2024-07-10,20,Dallas Mavericks,0,0,0,PTCND,77500,2024,NONE,2WCT,1
98988,342200,Eric Gordon,-0.6102787776,2024-07-10,33,Philadelphia 76ers,3303771,3303771,3303771,FULL,3303771,2024,NONE,REGCT,2
98988,342200,Eric Gordon,-0.6102787776,2024-07-10,33,Philadelphia 76ers,3468960,3468960,3468960,FULL,3468960,2025,PLYR,REGCT,2
98985,527452,Kai Jones,-1.516627276,2024-07-09,24,LA Clippers,2087519,2087519,2162606,NONE,0,2024,NONE,SUMM,1
98972,522865,Stanley Umude,-2.263710551,2024-07-09,27,Milwaukee Bucks,0,0,0,PART,77500,2024,NONE,2WCT,1
98983,490514,Seth Lundy,-2.082723346,2024-07-09,15,Atlanta Hawks,0,0,0,PART,77500,2024,NONE,2WCT,1
98981,439887,Jordan McLaughlin,0.9628647846,2024-07-09,36,Sacramento Kings,2087519,2087519,2425403,FULL,2425403,2024,NONE,REGCT,1
98986,432441,Taurean Prince,-1.414153711,2024-07-09,27,Milwaukee Bucks,2087519,2087519,2988550,FULL,2988550,2024,NONE,REGCT,1
98975,348007,Derrick Jones Jr.,-0.2099662488,2024-07-09,24,LA Clippers,9523810,9523810,9523810,FULL,9523810,2024,NONE,REGCT,3
98975,348007,Derrick Jones Jr.,-0.2099662488,2024-07-09,24,LA Clippers,10000000,10000000,10000000,FULL,10000000,2025,NONE,REGCT,3
98975,348007,Derrick Jones Jr.,-0.2099662488,2024-07-09,24,LA Clippers,10476190,10476190,10476190,FULL,10476190,2026,NONE,REGCT,3
98977,347634,Daniel Theis,-2.329977409,2024-07-09,18,New Orleans Pelicans,2087519,2087519,2800834,FULL,2800834,2024,NONE,REGCT,1
98973,347436,Alex Len,0.727079346,2024-07-09,36,Sacramento Kings,2087519,2087519,3303771,FULL,3303771,2024,NONE,REGCT,1
98984,342722,James Harden,3.489891977,2024-07-09,24,LA Clippers,33653846,33653846,33653846,FULL,33653846,2024,NONE,REGCT,2
98984,342722,James Harden,3.489891977,2024-07-09,24,LA Clippers,36346154,36346154,36346154,FULL,36346154,2025,PLYR,REGCT,2
98974,342408,Nicolas Batum,-0.8444855077,2024-07-09,24,LA Clippers,4668000,4668000,4668000,FULL,4668000,2024,NONE,REGCT,2
98974,342408,Nicolas Batum,-0.8444855077,2024-07-09,24,LA Clippers,4901400,4901400,4901400,FULL,4901400,2025,PLYR,REGCT,2
98963,554572,JD Davison,-0.2913829749,2024-07-08,16,Boston Celtics,0,0,0,PART,77500,2024,NONE,2WCT,1
98968,544606,Haywood Highsmith,0.3353332145,2024-07-08,26,Miami Heat,5200000,5200000,5200000,FULL,5200000,2024,NONE,REGCT,2
98968,544606,Haywood Highsmith,0.3353332145,2024-07-08,26,Miami Heat,5616000,5616000,5616000,FULL,5616000,2025,NONE,REGCT,2
98958,516264,Scottie Barnes,0.9752193045,2024-07-08,39,Toronto Raptors,38661750,38661750,38661750,FULL,38661750,2025,NONE,RSEX,5
98958,516264,Scottie Barnes,0.9752193045,2024-07-08,39,Toronto Raptors,41754690,41754690,41754690,FULL,41754690,2026,NONE,RSEX,5
98958,516264,Scottie Barnes,0.9752193045,2024-07-08,39,Toronto Raptors,44847630,44847630,44847630,FULL,44847630,2027,NONE,RSEX,5
98958,516264,Scottie Barnes,0.9752193045,2024-07-08,39,Toronto Raptors,47940570,47940570,47940570,FULL,47940570,2028,NONE,RSEX,5
98958,516264,Scottie Barnes,0.9752193045,2024-07-08,39,Toronto Raptors,51033510,51033510,51033510,FULL,51033510,2029,NONE,RSEX,5
98959,489354,Immanuel Quickley,0.5576475765,2024-07-08,39,Toronto Raptors,32500000,32500000,32500000,FULL,32500000,2024,NONE,REGCT,5
98959,489354,Immanuel Quickley,0.5576475765,2024-07-08,39,Toronto Raptors,32500000,32500000,32500000,FULL,32500000,2025,NONE,REGCT,5
98959,489354,Immanuel Quickley,0.5576475765,2024-07-08,39,Toronto Raptors,32500000,32500000,32500000,FULL,32500000,2026,NONE,REGCT,5
98959,489354,Immanuel Quickley,0.5576475765,2024-07-08,39,Toronto Raptors,32500000,32500000,32500000,FULL,32500000,2027,NONE,REGCT,5
98959,489354,Immanuel Quickley,0.5576475765,2024-07-08,39,Toronto Raptors,32500000,32500000,32500000,FULL,32500000,2028,NONE,REGCT,5
98971,472727,Trendon Watford,-1.218940614,2024-07-08,29,Brooklyn Nets,2726603,2726603,2726603,FULL,2726603,2024,NONE,QO,1
98966,472209,De'Anthony Melton,1.312134689,2024-07-08,22,Golden State Warriors,12822000,12822000,12822000,FULL,12822000,2024,NONE,REGCT,1
98969,470249,Jalen Smith,-0.9324545089,2024-07-08,19,Chicago Bulls,8571429,8571429,8571429,FULL,8571429,2024,NONE,REGCT,3
98969,470249,Jalen Smith,-0.9324545089,2024-07-08,19,Chicago Bulls,9000000,9000000,9000000,FULL,9000000,2025,NONE,REGCT,3
98969,470249,Jalen Smith,-0.9324545089,2024-07-08,19,Chicago Bulls,9428571,9428571,9428571,FULL,9428571,2026,NONE,REGCT,3
98964,347168,Tobias Harris,0.9394318693,2024-07-08,43,Detroit Pistons,25365854,25365854,25365854,FULL,25365854,2024,NONE,REGCT,2
98964,347168,Tobias Harris,0.9394318693,2024-07-08,43,Detroit Pistons,26634146,26634146,26634146,FULL,26634146,2025,NONE,REGCT,2
98965,342798,DeMar DeRozan,0.5402958375,2024-07-08,19,Chicago Bulls,23400000,23400000,23400000,PTCND,23400000,2024,NONE,REGCT,3
98965,342798,DeMar DeRozan,0.5402958375,2024-07-08,19,Chicago Bulls,24570000,24570000,24570000,PTCND,24570000,2025,NONE,REGCT,3
98965,342798,DeMar DeRozan,0.5402958375,2024-07-08,19,Chicago Bulls,25740000,25740000,25740000,PTCND,10000000,2026,NONE,REGCT,3
98954,490580,Aaron Wiggins,-0.02729327296,2024-07-07,38,Oklahoma City Thunder,10514017,10514017,10514017,FULL,10514017,2024,NONE,REGCT,5
98954,490580,Aaron Wiggins,-0.02729327296,2024-07-07,38,Oklahoma City Thunder,9672897,9672897,9672897,FULL,9672897,2025,NONE,REGCT,5
98954,490580,Aaron Wiggins,-0.02729327296,2024-07-07,38,Oklahoma City Thunder,8831776,8831776,8831776,FULL,8831776,2026,NONE,REGCT,5
98954,490580,Aaron Wiggins,-0.02729327296,2024-07-07,38,Oklahoma City Thunder,7990655,7990655,7990655,FULL,7990655,2027,NONE,REGCT,5
98954,490580,Aaron Wiggins,-0.02729327296,2024-07-07,38,Oklahoma City Thunder,7990655,7990655,7990655,FULL,7990655,2028,TEAM,REGCT,5
98957,490034,Tyrese Maxey,2.197359856,2024-07-07,33,Philadelphia 76ers,35147000,35147000,35147000,FULL,35147000,2024,NONE,REGCT,5
98957,490034,Tyrese Maxey,2.197359856,2024-07-07,33,Philadelphia 76ers,37958760,37958760,37958760,FULL,37958760,2025,NONE,REGCT,5
98957,490034,Tyrese Maxey,2.197359856,2024-07-07,33,Philadelphia 76ers,40770520,40770520,40770520,FULL,40770520,2026,NONE,REGCT,5
98957,490034,Tyrese Maxey,2.197359856,2024-07-07,33,Philadelphia 76ers,43582280,43582280,43582280,FULL,43582280,2027,NONE,REGCT,5
98957,490034,Tyrese Maxey,2.197359856,2024-07-07,33,Philadelphia 76ers,46394040,46394040,46394040,FULL,46394040,2028,NONE,REGCT,5
98952,469866,Isaiah Joe,1.370385802,2024-07-07,38,Oklahoma City Thunder,12991650,12991650,12991650,FULL,12991650,2024,NONE,REGCT,4
98952,469866,Isaiah Joe,1.370385802,2024-07-07,38,Oklahoma City Thunder,12362338,12362338,12362338,FULL,12362338,2025,NONE,REGCT,4
98952,469866,Isaiah Joe,1.370385802,2024-07-07,38,Oklahoma City Thunder,11323006,11323006,11323006,FULL,11323006,2026,NONE,REGCT,4
98952,469866,Isaiah Joe,1.370385802,2024-07-07,38,Oklahoma City Thunder,11323006,11323006,11323006,FULL,11323006,2027,TEAM,REGCT,4
98949,468546,Bol Bol,-0.1378010832,2024-07-07,34,Phoenix Suns,2087519,2087519,2425403,FULL,2425403,2024,NONE,REGCT,1
98956,463775,Donovan Mitchell,5.110466886,2024-07-07,17,Cleveland Cavaliers,46394100,46394100,48787676,FULL,48787676,2025,NONE,VETEX,3
98956,463775,Donovan Mitchell,5.110466886,2024-07-07,17,Cleveland Cavaliers,50105628,50105628,52690690,FULL,52690690,2026,NONE,VETEX,3
98956,463775,Donovan Mitchell,5.110466886,2024-07-07,17,Cleveland Cavaliers,53817156,53817156,56593704,FULL,56593704,2027,PLYR,VETEX,3
98955,437329,Kelly Oubre Jr.,-0.4138884786,2024-07-07,33,Philadelphia 76ers,7983000,7983000,7983000,FULL,7983000,2024,NONE,REGCT,2
98955,437329,Kelly Oubre Jr.,-0.4138884786,2024-07-07,33,Philadelphia 76ers,8382150,8382150,8382150,FULL,8382150,2025,PLYR,REGCT,2
98948,347198,Andre Drummond,0.6926443556,2024-07-07,33,Philadelphia 76ers,5000000,5000000,5000000,FULL,5000000,2024,NONE,REGCT,2
98948,347198,Andre Drummond,0.6926443556,2024-07-07,33,Philadelphia 76ers,5000000,5000000,5000000,FULL,5000000,2025,PLYR,REGCT,2
98951,341887,Chris Paul,0.06402497183,2024-07-07,37,San Antonio Spurs,10460000,10460000,10460000,FULL,10460000,2024,NONE,REGCT,1
98944,527294,Max Christie,-2.260631288,2024-07-06,25,Los Angeles Lakers,7142857,7142857,7142857,FULL,7142857,2024,NONE,REGCT,4
98944,527294,Max Christie,-2.260631288,2024-07-06,25,Los Angeles Lakers,7714286,7714286,7714286,FULL,7714286,2025,NONE,REGCT,4
98944,527294,Max Christie,-2.260631288,2024-07-06,25,Los Angeles Lakers,8285714,8285714,8285714,FULL,8285714,2026,NONE,REGCT,4
98944,527294,Max Christie,-2.260631288,2024-07-06,25,Los Angeles Lakers,8857143,8857143,8857143,FULL,8857143,2027,PLYR,REGCT,4
98919,527294,Max Christie,-2.260631288,2024-07-06,25,Los Angeles Lakers,7142857,7142857,7142857,FULL,7142857,2024,NONE,REGCT,4
98919,527294,Max Christie,-2.260631288,2024-07-06,25,Los Angeles Lakers,7714286,7714286,7714286,FULL,7714286,2025,NONE,REGCT,4
98919,527294,Max Christie,-2.260631288,2024-07-06,25,Los Angeles Lakers,8285714,8285714,8285714,FULL,8285714,2026,NONE,REGCT,4
98919,527294,Max Christie,-2.260631288,2024-07-06,25,Los Angeles Lakers,8857143,8857143,8857143,FULL,8857143,2027,PLYR,REGCT,4
98925,522256,Obi Toppin,-0.04432816731,2024-07-06,32,Indiana Pacers,12975000,12975000,12975000,FULL,12975000,2024,NONE,REGCT,4
98925,522256,Obi Toppin,-0.04432816731,2024-07-06,32,Indiana Pacers,14000000,14000000,14000000,FULL,14000000,2025,NONE,REGCT,4
98925,522256,Obi Toppin,-0.04432816731,2024-07-06,32,Indiana Pacers,15000000,15000000,15000000,FULL,15000000,2026,NONE,REGCT,4
98925,522256,Obi Toppin,-0.04432816731,2024-07-06,32,Indiana Pacers,16025000,16025000,16025000,FULL,16025000,2027,NONE,REGCT,4
98940,519459,Neemias Queta,-0.1694575917,2024-07-06,16,Boston Celtics,2162606,2162606,2162606,PTCND,2162606,2024,NONE,REGCT,3
98940,519459,Neemias Queta,-0.1694575917,2024-07-06,16,Boston Celtics,2349578,2349578,2349578,PTCND,1174789,2025,NONE,REGCT,3
98940,519459,Neemias Queta,-0.1694575917,2024-07-06,16,Boston Celtics,2667944,2667944,2667944,PTCND,1333972,2026,TEAM,REGCT,3
98917,519014,Adama Sanogo,-2.876811522,2024-07-06,19,Chicago Bulls,0,0,0,PART,77500,2024,NONE,2WCT,1
98935,514314,Patrick Williams,-0.7005295163,2024-07-06,19,Chicago Bulls,18000000,18000000,18000000,FULL,18000000,2024,NONE,REGCT,5
98935,514314,Patrick Williams,-0.7005295163,2024-07-06,19,Chicago Bulls,18000000,18000000,18000000,FULL,18000000,2025,NONE,REGCT,5
98935,514314,Patrick Williams,-0.7005295163,2024-07-06,19,Chicago Bulls,18000000,18000000,18000000,FULL,18000000,2026,NONE,REGCT,5
98935,514314,Patrick Williams,-0.7005295163,2024-07-06,19,Chicago Bulls,18000000,18000000,18000000,FULL,18000000,2027,NONE,REGCT,5
98935,514314,Patrick Williams,-0.7005295163,2024-07-06,19,Chicago Bulls,18000000,18000000,18000000,FULL,18000000,2028,PLYR,REGCT,5
98920,514298,Colin Castleton,-3.346153171,2024-07-06,25,Los Angeles Lakers,0,0,0,PTCND,77500,2024,NONE,2WCT,1
98918,491977,Franz Wagner,1.263907846,2024-07-06,31,Orlando Magic,38661750,38661750,38661750,FULL,38661750,2025,NONE,RSEX,5
98918,491977,Franz Wagner,1.263907846,2024-07-06,31,Orlando Magic,41754690,41754690,41754690,FULL,41754690,2026,NONE,RSEX,5
98918,491977,Franz Wagner,1.263907846,2024-07-06,31,Orlando Magic,44847630,44847630,44847630,FULL,44847630,2027,NONE,RSEX,5
98918,491977,Franz Wagner,1.263907846,2024-07-06,31,Orlando Magic,47940570,47940570,47940570,FULL,47940570,2028,NONE,RSEX,5
98918,491977,Franz Wagner,1.263907846,2024-07-06,31,Orlando Magic,51033510,51033510,51033510,FULL,51033510,2029,NONE,RSEX,5
98915,486645,Derrick White,2.536695937,2024-07-06,16,Boston Celtics,28100000,28100000,28100000,FULL,26350000,2025,NONE,VETEX,4
98915,486645,Derrick White,2.536695937,2024-07-06,16,Boston Celtics,30348000,30348000,30348000,FULL,28458000,2026,NONE,VETEX,4
98915,486645,Derrick White,2.536695937,2024-07-06,16,Boston Celtics,32596000,32596000,32596000,FULL,30566000,2027,NONE,VETEX,4
98915,486645,Derrick White,2.536695937,2024-07-06,16,Boston Celtics,34844000,34844000,34844000,FULL,32674000,2028,PLYR,VETEX,4
98902,472425,Nic Claxton,-0.6322453097,2024-07-06,29,Brooklyn Nets,27556817,27556817,27556817,FULL,27556817,2024,NONE,REGCT,4
98902,472425,Nic Claxton,-0.6322453097,2024-07-06,29,Brooklyn Nets,25352272,25352272,25352272,FULL,25352272,2025,NONE,REGCT,4
98902,472425,Nic Claxton,-0.6322453097,2024-07-06,29,Brooklyn Nets,23147727,23147727,23147727,FULL,23147727,2026,NONE,REGCT,4
98902,472425,Nic Claxton,-0.6322453097,2024-07-06,29,Brooklyn Nets,20943184,20943184,20943184,FULL,20943184,2027,NONE,REGCT,4
98939,472229,OG Anunoby,2.427672278,2024-07-06,30,New York Knicks,36637932,36637932,36637932,FULL,36637932,2024,NONE,REGCT,5
98939,472229,OG Anunoby,2.427672278,2024-07-06,30,New York Knicks,39568966,39568966,39568966,FULL,39568966,2025,NONE,REGCT,5
98939,472229,OG Anunoby,2.427672278,2024-07-06,30,New York Knicks,42500000,42500000,42500000,FULL,42500000,2026,NONE,REGCT,5
98939,472229,OG Anunoby,2.427672278,2024-07-06,30,New York Knicks,45431034,45431034,45431034,FULL,45431034,2027,NONE,REGCT,5
98939,472229,OG Anunoby,2.427672278,2024-07-06,30,New York Knicks,48362068,48362068,48362068,FULL,48362068,2028,PLYR,REGCT,5
98936,471807,Goga Bitadze,0.2856622914,2024-07-06,31,Orlando Magic,9057971,9057971,9057971,FULL,9057971,2024,NONE,REGCT,3
